pmid,year,pub_date,title,abstract,journal,journal_abbr,pub_type,first_author,first_affiliation,doi,scopus_eid,cited_by,sjr_quartile,sjr_quartile
2-s2.0-85212498707,2024,2024 Jan,PERSPECTIVES OF THE APPLICATION OF ARTIFICIAL INTELLIGENCE IN CIVIL LEGAL PROCEEDINGS: RISK ASSESSMENT AND THE METHOD OF THEIR MITIGATION,,Gosudarstvo I Pravo,,Article,Danielyan A.S.,"Kuban State University, Krasnodar, Russian Federation",10.31857/S1026945224040181,2-s2.0-85212498707,1,Q3,Q3
2-s2.0-85214125286,2024,2024 Jan,Subtitling English Legal Acronyms into Arabic: Human vs Machine,,Kutafin Law Review,,Article,Haider A.S.,"Applied Science Private University, Amman, Jordan",10.17803/2713-0533.2024.4.30.810-842,2-s2.0-85214125286,3,Q3,Q3
2-s2.0-85188565047,2024,2024 Jan,Use of artificial intelligence and human chipping in forensic medicine: a review,,Russian Journal of Forensic Medicine,,Review,Sadykov M.B.,"Abai Kazakh National Pedagogical University, Almaty, Kazakhstan",10.17816/fm16093,2-s2.0-85188565047,4,Q3,Q3
2-s2.0-85193685124,2024,2024 Jan,Artificial Intelligence and Labour Law,,Pravny Obzor,,Article,Barancová H.,"Právnická fakulta Trnavskej univerzity, Trnave, Slovakia",10.31577/pravnyobzor.2024.2.02,2-s2.0-85193685124,2,Q3,Q3
2-s2.0-105002067386,2024,2024 Jan,THE URGENCY OF ARTIFICIAL INTELLIGENCE CODE OF ETHICS,,Indonesia Law Review,,Article,Sitabuana T.H.,"Universitas Indonesia, Depok, Indonesia",10.15742/ilrev.v14n3.6,2-s2.0-105002067386,2,Q3,Q3
2-s2.0-85191999427,2024,2024 Jan,Explainable Artificial Intelligence (xAI): Reflections on Judicial System,,Kutafin Law Review,,Article,Chaudhary G.,"Bennett University, Greater Noida, India",10.17803/2713-0533.2023.4.26.872-889,2-s2.0-85191999427,4,Q3,Q3
2-s2.0-86000745214,2024,2024 Jan,Between Data Protection and AI: Civil Liability for Non-Material Damage in Article 82 GDPR,,European Data Protection Law Review,,Article,Salziger S.,"Rijksuniversiteit Groningen, Groningen, Netherlands",10.21552/edpl/2024/4/4,2-s2.0-86000745214,1,Q3,Q3
2-s2.0-85197221635,2024,2024 Jan,THE IMPACT OF ARTIFICIAL INTELLIGENCE TECHNOLOGIES ON DEVELOPMENT OF LEGAL SYSTEMS,,Revista Juridica,,Article,Mukhametgaliyeva S.,"Kazan Federal University, Kazan, Russian Federation",10.26668/revistajur.2316-753X.v1i77.6666,2-s2.0-85197221635,1,Q3,Q3
2-s2.0-85207278767,2024,2024 Jan,Legal Implications of Artificial Intelligence in Outer Space Activities and Explorations,,Brazilian Journal of International Law,,Article,Walia I.K.,"South Ural State University, Chelyabinsk, Russian Federation",10.5102/rdi.v21i1.9662,2-s2.0-85207278767,1,Q3,Q3
2-s2.0-85210353734,2024,2024 Jan,Autonomous Cars: Who is Liable for the Damages Caused to the Victims?,,Civilistica Com,,Article,Carvalho A.P.V.,"Universidade de São Paulo, Sao Paulo, Brazil",,2-s2.0-85210353734,0,Q3,Q3
2-s2.0-105002430354,2024,2024 Jan,Artificial Intelligence and international law: from recommendations to conventional regulation,,Brazilian Journal of International Law,,Article,Perepolkin S.,"Sumy State Pedagogical University named after A. S. Makarenko, Sumy, Ukraine",10.5102/rdi.v21i3.9808,2-s2.0-105002430354,0,Q3,Q3
2-s2.0-85188620380,2024,2024 Jan,Criminalistic aspects of torture using an artificial intelligence system: a review,,Russian Journal of Forensic Medicine,,Review,Chonbayev Y.G.,"Farabi University, Almaty, Kazakhstan",10.17816/fm16102,2-s2.0-85188620380,1,Q3,Q3
2-s2.0-105011094323,2024,2024 Jan,AI Regulation in a ChatGPT Era: Cross-border Cooperation and Hope in a Sudden Storm,,Indiana Journal of Global Legal Studies,,Article,Frostestad H.L.,,10.2979/gls.00001,2-s2.0-105011094323,0,Q3,Q3
2-s2.0-85216102689,2024,2024 Jan,Impact of Artificial Intelligence Technology on the Dimensions of Sustainable Development and International Law,,International Journal of Criminal Justice Sciences,,Article,Mohammed R.S.,"University of Baghdad, Baghdad, Iraq",10.5281/zenodo.19120,2-s2.0-85216102689,0,Q3,Q3
2-s2.0-85210844713,2024,2024 Jan,Data Protection and Data Security by Design in Mobility Data Spaces: Insights from the MobiSpaces Project,,European Data Protection Law Review,,Article,Compagnucci M.C.,"Kyushu University, Fukuoka, Japan",10.21552/edpl/2024/3/6,2-s2.0-85210844713,0,Q3,Q3
2-s2.0-85198959569,2024,2024 Jan,Civil Liability for Damages Caused by Unmanned Vehicles in Russian and Foreign Law,,Kutafin Law Review,,Article,Ayusheeva I.Z.,"Kutafin Moscow State Law University, Moscow, Russian Federation",10.17803/2713-0533.2024.2.28.222-245,2-s2.0-85198959569,0,Q3,Q3
2-s2.0-85182416043,2024,2024 Jan,Unstructuring for insight: the legal profession in an age of AI and social change,,Law Teacher,,Article,Fried A.,"University of Toronto, Toronto, Canada",10.1080/03069400.2023.2289789,2-s2.0-85182416043,2,Q3,Q3
2-s2.0-85216878470,2024,2024 Jan,Causes of Reflection on the Use of AI in Civil Justice,,Italian Law Journal,,Article,Amore G.,"Università degli Studi di Catania, Catania, Italy",,2-s2.0-85216878470,0,Q3,Q3
2-s2.0-85216201552,2024,2024 Jan,Implications of Three Strategic Documents Issued by ENFSI for Our Forensic Science,,Forensic Science and Technology,,Article,Chang Y.,"Ministry of Public Security of the People's Republic of China, Beijing, China",10.16467/j.1008-3650.2024.6025,2-s2.0-85216201552,0,Q3,Q3
2-s2.0-85217851621,2024,2024 Jan,"LEGAL POSITIVISM, AI, AND THE MODERN LEGAL LANDSCAPE: CHALLENGES IN EDUCATION, RESEARCH, AND PRACTICE",,Acta Universitatis Lodziensis Folia Iuridica,,Article,Juškevičiūtė-Vilienė A.,"Vilniaus Universitetas, Vilnius, Lithuania",10.18778/0208-6069.109.02,2-s2.0-85217851621,1,Q3,Q3
2-s2.0-85197792085,2024,2024 Jan,Artificial Intelligence and Copyright: Challenges and Proposals,,Civilistica Com,,Article,Carrá B.L.C.,,,2-s2.0-85197792085,0,Q3,Q3
2-s2.0-85209656497,2024,2024 Jan,Employer as an AI System Operator and Tortious Liability for Damage Caused by AI Systems: European and US Perspectives,,Chinese Journal of Comparative Law,,Article,Gredka-Ligarska I.,"Uniwersytet Śląski w Katowicach, Katowice, Poland",10.1093/cjcl/cxae015,2-s2.0-85209656497,0,Q3,Q3
2-s2.0-85202488948,2024,2024 Jan,Forensic comparison of voices: a preliminary study on the differences between a natural voice and an artificial voice for judicial investigation,,Revista Oficial Del Poder Judicial,,Article,Peña J.J.,"Universidad Nacional Mayor de San Marcos, Lima, Peru",10.35292/ropj.v16i21.881,2-s2.0-85202488948,0,Q3,Q3
2-s2.0-85204176428,2024,2024 Jan,Law Regulation of Artificial Intelligence (Perspectives and Challenges),,Pravny Obzor,,Article,Pintérová D.,"Právnická fakulta UK v Bratislave, Slovakia",10.31577/pravnyobzor.2024.4.02,2-s2.0-85204176428,3,Q3,Q3
2-s2.0-85209371875,2024,2024 Jan,The artificial intelligence and the end of the Constitutional rule of law and Democracy… or not?,,Eunomia Revista En Cultura De La Legalidad,,Article,Acosta Yparraguirre E.M.,"Universidad San Ignacio de Loyola, Lima, Peru",10.20318/eunomia.2024.9004,2-s2.0-85209371875,0,Q3,Q3
2-s2.0-85206441981,2024,2024 Jan,The authenticity of digital evidence in criminal courts: a comparative study,,International Journal of Electronic Security and Digital Forensics,,Article,Alkhseilat A.,"Applied Science Private University, Amman, Jordan",10.1504/IJESDF.2024.142010,2-s2.0-85206441981,4,Q3,Q3
2-s2.0-85216701644,2024,2024 Jan,A Truly Impersonal Body. Can an Algorithm Be a Public Administration Body? (Comments from the Perspective of the Polish Legal System),,Krytyka Prawa,,Article,Piecha J.,"University of Warsaw, Warsaw, Poland",10.7206/kp.2080-1084.739,2-s2.0-85216701644,0,Q3,Q3
2-s2.0-85188342603,2024,2024 Jan,"People or patents, inventors or owners: why the Supreme Court decision on artificial intelligence and invention in Thaler is significant for all intellectual property",,Queen Mary Journal of Intellectual Property,,Editorial,Gibson J.,,10.4337/qmjip.2024.01.00,2-s2.0-85188342603,2,Q3,Q3
2-s2.0-85200888953,2024,2024 Jan,LEGAL STATUS OF INTELLECTUAL DELIVERABLES: THE AUTHORSHIP OF AI-GENERATED WORKS,,Revista Juridica,,Article,Begishev I.,"University of Tyumen, Tyumen, Russian Federation",10.26668/revistajur.2316-753X.v1i77.6797,2-s2.0-85200888953,0,Q3,Q3
2-s2.0-85209151785,2024,2024 Jan,Regulating FinTech in the Greater Bay Area: RegTech and the Role of Regulatory Sandboxes,,Chinese Journal of Comparative Law,,Article,Neuwirth R.J.,"University of Macau, Taipa, Macao",10.1093/cjcl/cxae014,2-s2.0-85209151785,4,Q3,Q3
2-s2.0-85192238776,2024,2024 Jan,The right to intimate image and the Penal Code. The legal classification of cases of elaboration and spreading of sexual deepfake,,Revista Electronica De Ciencia Penal Y Criminologia,,Article,Leal Á.J.,"Universitat de València, Valencia, Spain",,2-s2.0-85192238776,1,Q3,Q3
2-s2.0-85218122002,2024,2024 Jan,Using artificial intelligence in healthcare – some ethical and legal considerations,,South African Journal of Bioethics and Law,,Editorial,Dhai A.,,,2-s2.0-85218122002,1,Q3,Q3
2-s2.0-85184261779,2024,2024 Jan,"Intellectual Property Rights for Software, Artificial Intelligence and Computer Related Inventions: A Comparative Analysis",,Journal of Intellectual Property Rights,,Article,Khan F.A.,"University of Cambridge, Cambridge, United Kingdom",10.56042/jipr.v29i1.703,2-s2.0-85184261779,4,Q3,Q3
2-s2.0-85205467479,2024,2024 Jan,Critical Analysis of the Hypothesis About the Usefulness of the Idea of Conceptual Metaphor in the Interpretation of Law,,Archiwum Filozofii Prawa I Filozofii Spolecznej,,Article,Piszko R.,"Uniwersytet Szczecinski, Szczecin, Poland",10.36280/AFPiFS.2024.2.19,2-s2.0-85205467479,0,Q3,Q3
2-s2.0-85204400874,2024,2024 Jan,Hybrid Justice: Disruptive technology at the service of the process,,Ius Et Veritas,,Article,Diz F.M.,"Universidad de Salamanca, Salamanca, Spain",10.18800/iusetveritas.202401.008,2-s2.0-85204400874,0,Q3,Q3
2-s2.0-85214839298,2024,2024 Jan,CRIMINAL ALGORITHMS AND THEIR PUNISHMENT IN MODERN CONSTITUTIONALISM /,,Bratislava Law Review,,Review,Piparo C.,"Universidad de Sevilla, Sevilla, Spain",10.46282/blr.2024.8.2.832,2-s2.0-85214839298,0,Q3,Q3
2-s2.0-85185523179,2024,2024 Jan,DESIGN AND IMPLEMENTATION OF THE MONITORIAL PROCESS AS AN ESSENTIAL TOOL IN JUSTICE SYSTEMS,,Revista Eletronica De Direito Processual,,Article,Pereira Campos S.,"Universidad de Montevideo, Montevideo, Uruguay",10.12957/redp.2024.81921,2-s2.0-85185523179,1,Q3,Q3
2-s2.0-105013177666,2024,2024 Jan,Can Machines Discriminate?,,Revista De Direito Estado E Telecomunicacoes,,Article,Urbano M.K.,"Universidad Cooperativa de Colombia, Medellin, Colombia",10.26512/lstr.v16i1.46871,2-s2.0-105013177666,0,Q3,Q3
2-s2.0-85195111868,2024,2024 Jan,"Data Governance Redefined: The Evolution of EU Data Regulations from the GDPR to the DMA, DSA, DGA, Data Act and AI Act",,European Data Protection Law Review,,Article,Pathak M.,"Szegedi Tudományegyetem (SZTE), Szeged, Hungary",10.21552/edpl/2024/1/8,2-s2.0-85195111868,11,Q3,Q3
2-s2.0-85216890162,2024,2024 Jan,The Implementation of New Technologies in Anti-corruption Policies,,Italian Law Journal,,Article,De Simone F.,"Università degli Studi della Campania Luigi Vanvitelli, Naples, Italy",,2-s2.0-85216890162,0,Q3,Q3
2-s2.0-85219032192,2024,2024 Jan,Navigating Privacy Issues in Gathering Training Data for AI: A Case Study of Google and Zoom,,European Data Protection Law Review,,Article,Erlebach M.,"Masaryk University, Brno, Czech Republic",10.21552/edpl/2024/4/5,2-s2.0-85219032192,0,Q3,Q3
2-s2.0-85213984967,2024,2024 Jan,The concept of the fourth generation of human rights: fact or perspective of scientific discourse,,Brazilian Journal of International Law,,Article,Treskin D.,"University of Customs and Finance, Dnipro, Ukraine",10.5102/rdi.v21i2.9383,2-s2.0-85213984967,1,Q3,Q3
2-s2.0-105000994227,2024,2024 Jan,"Towards Accountable, Legitimate and Trustworthy AI in Healthcare: Enhancing AI Ethics with Effective Data Stewardship",,New Bioethics,,Article,Bartlett B.,"The University of Manchester, Manchester, United Kingdom",10.1080/20502877.2025.2482282,2-s2.0-105000994227,5,Q3,Q3
2-s2.0-85212056477,2024,2024 Jan,Overview of AI regulation in healthcare: A comparative study of the EU and South Africa,,South African Journal of Bioethics and Law,,Review,Naidoo T.,"University of KwaZulu-Natal, Durban, South Africa",10.7196/SAJBL.2024.v17i3.2294,2-s2.0-85212056477,6,Q3,Q3
2-s2.0-85216854101,2024,2024 Jan,Bridging Traditional Corporate Governance and Technology: the ‘AI Corporate Design’ Framework to Computational Corporate Governance Model,,Italian Law Journal,,Article,Cicu G.C.,"Università degli Studi di Torino, Turin, Italy",,2-s2.0-85216854101,0,Q3,Q3
2-s2.0-85211386307,2024,2024 Jan,Preventing AI-based phishing crimes across national borders through the reconstruction of personal data protection laws,,Jurnal Hukum Novelty,,Article,Nurmansyah G.,"Kazan Federal University, Kazan, Russian Federation",10.26555/jhn.v15i2.27558,2-s2.0-85211386307,2,Q3,Q3
2-s2.0-85212525577,2024,2024 Jan,AI collusion: should we be concerned?,,Revista De Defesa Da Concorrencia,,Article,Bergqvist C.,"Københavns Universitet, Copenhagen, Denmark",10.52896/rdc.v12i2.1898,2-s2.0-85212525577,0,Q3,Q3
2-s2.0-85213950502,2024,2024 Jan,"POSTHUMANISM, TECHNOLOGY AND GENERATIONAL EVOLUTION OF HUMAN RIGHTS: TOWARDS PROTECTION AGAINST ALGORITHMIC DISCRIMINATION AND THE TRANSPARENT AND RESPONSIBLE USE OF IA",,Revista General De Derecho Constitucional,,Article,Sánchez Hernández J.,"Consejo Consultivo de Castilla y León, Leon, Spain",,2-s2.0-85213950502,2,Q3,Q3
2-s2.0-105029461144,2025,2025 Dec,Authorship in the Age of ChatGPT: New Challenges for Copyright Law,,Revista Iberoamericana De La Propiedad Intelectual,,Article,Acero G.D.F.,"Universidad Católica de Colombia, Bogota, Colombia",10.26422/RIPI.2025.2300.flo,2-s2.0-105029461144,0,Q3,Q3
2-s2.0-105029676479,2025,2025 Dec,Artificial Intelligence and Copyright: Status and Emerging Regulatory Challenges Based on the Chilean Case,,Revista Iberoamericana De La Propiedad Intelectual,,Article,Pirela M.A.,"Universidad Alberto Hurtado, Santiago, Chile",10.26422/RIPI.2025.2300.azu,2-s2.0-105029676479,0,Q3,Q3
2-s2.0-105027524646,2025,2025 Dec,Legal regulation of the institution of the digital human being in China,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Yao L.,"East China University of Political Science and Law, Shanghai, China",,2-s2.0-105027524646,0,Q3,Q3
2-s2.0-105026622755,2025,2025 Dec,The Protection of Human Beings in the Face of Neurotechnologies: Autonomy and Vulnerability of Children and Adolescents,,Civilistica Com,,Article,de Menezes J.B.,"Universidade Federal do Ceará, Fortaleza, Brazil",,2-s2.0-105026622755,0,Q3,Q3
2-s2.0-105028891999,2025,2025 Dec,MEDIA ETHICS AND AI-GENERATED IMAGERY,,Balkan Social Science Review,,Article,Abrashi G.,"AAB College, Pristina, Serbia",10.46763/BSSR252626307a,2-s2.0-105028891999,0,Q3,Q3
2-s2.0-105026585452,2025,2025 Dec,"Person, Dignity and Solidarity: Towards a Comprehensive Statute of Fundamental Rights",,Revista Juridica Austral,,Article,Gianniti P.,"Consigliere della Corte di Cassazione, Italy",10.26422/RJA.2025.0602.pas,2-s2.0-105026585452,0,Q3,Q3
2-s2.0-105030137225,2025,2025 Dec,RESPONSIBILITY FOR NULL AND VOID DECISIONS MADE BY ARTIFICIAL INTELLIGENCE,,Studia Iuridica Cassoviensia,,Article,Kupcová M.F.,"Pavol Jozef Šafárik University in Košice, Kosice, Slovakia",10.33542/SIC2025-S-03,2-s2.0-105030137225,0,Q3,Q3
2-s2.0-105030260883,2025,2025 Dec,AUTOMATED DECISION-MAKING IN ADMINISTRATIVE PENAL MATTERS,,Studia Iuridica Cassoviensia,,Article,Lengyel A.,"Univerzita Komenského v Bratislave, Bratislava, Slovakia",10.33542/SIC2025-S-07,2-s2.0-105030260883,0,Q3,Q3
2-s2.0-105034801285,2025,2025 Dec,"Generative AI, practical reason, and Law: Can generative language models perform genuine practical reasoning?",,Ius Et Veritas,,Article,Begazo Cáceres A.R.,"Universidad Católica San Pablo, Arequipa, Peru",10.18800/iusetveritas.202502.011,2-s2.0-105034801285,0,Q3,Q3
2-s2.0-105030242557,2025,2025 Dec,RISKS OF PARTIAL EXPLOITATION OF ARTIFICIAL INTELLIGENCE POTENTIAL IN ADMINISTRATIVE PROCEEDINGS,,Studia Iuridica Cassoviensia,,Article,Seman T.,"Pavol Jozef Šafárik University in Košice, Kosice, Slovakia",10.33542/SIC2025-S-10,2-s2.0-105030242557,0,Q3,Q3
2-s2.0-105030177308,2025,2025 Dec,"THE IMPACT OF ARTIFICIAL INTELLIGENCE ON THE EUROPEAN LABOUR MARKET-POLARISATION, CHALLENGES AND OPPORTUNITIES",,Studia Iuridica Cassoviensia,,Article,Fábián B.,"Széchenyi István University, Gyor, Hungary",10.33542/SIC2025-S-02,2-s2.0-105030177308,0,Q3,Q3
2-s2.0-105030123846,2025,2025 Dec,AUTOMATION OF ADMINISTRATIVE PROCEEDINGS IN THE CZECH REPUBLIC: CRITICAL REFLECTIONS ON THE DRAFT “ADM AMENDMENT” TO THE ADMINISTRATIVE PROCEDURE CODE,,Studia Iuridica Cassoviensia,,Article,Sharp V.,"Charles University, Prague, Czech Republic",10.33542/SIC2025-S-11,2-s2.0-105030123846,2,Q3,Q3
2-s2.0-105026556258,2025,2025 Dec,Algorithmic Collusion and Competition Law: Toward a Technologically Adaptive Regulatory Model for Digital Markets,,Law of Justice Journal,,Article,Ramos-Zaga F.,"Universidad Privada del Norte, Trujillo, Peru",10.5335/rjd.v39i2.17766,2-s2.0-105026556258,0,Q3,Q3
2-s2.0-105024229502,2025,2025 Dec,A GENERATIVE AI-BASED LEGAL ADVICE TOOL FOR SMALL BUSINESSES IN DISTRESS,,Journal of International and Comparative Law,,Article,Ribary M.,"University of Surrey, Guildford, United Kingdom",,2-s2.0-105024229502,2,Q3,Q3
2-s2.0-105025914996,2025,2025 Dec,CIVIL LIABILITY FOR ARTIFICIAL INTELLIGENCE IN MEDICINE: IS THERE A NEED FOR A NEW PARADIGM?,,Lawyer Quarterly,,Article,Šustek P.,"Charles University, Prague, Czech Republic",,2-s2.0-105025914996,0,Q3,Q3
2-s2.0-105025934256,2025,2025 Dec,ARTIFICIAL INTELLIGENCE IN CIVIL JUDICIAL PROCEEDINGS: LEGAL BOUNDARIES AND PRACTICAL CHALLENGES,,Lawyer Quarterly,,Article,Úlehlová S.,"Charles University, Prague, Czech Republic",,2-s2.0-105025934256,0,Q3,Q3
2-s2.0-105028106847,2025,2025 Dec,"The Impact of Effective Public Administration and European Digital Connectivity on Building Smart Cities: An Analysis of Legal Frameworks, Policy Initiatives and Transformative Impact in the Emerging Era of Artificial Intelligence",,Juridical Tribune Review of Comparative and International Law,,Article,Peráček T.,"Univerzita Komenského v Bratislave, Bratislava, Slovakia",10.62768/TBJ/2025/15/4/07,2-s2.0-105028106847,3,Q3,Q3
2-s2.0-105025919534,2025,2025 Dec,SUBJECTIVE RIGHT TO ACCESS CONTENT ON THE INTERNET AS A PREREQUISITE FOR USING AI TOOLS,,Lawyer Quarterly,,Article,Kuba J.,"Charles University, Prague, Czech Republic",,2-s2.0-105025919534,0,Q3,Q3
2-s2.0-105024214415,2025,2025 Dec,"REGULATING THE USE OF AI BY LAW FIRMS IN SINGAPORE, AUSTRALIA AND ENGLAND AND WALES: A REVIEW",,Journal of International and Comparative Law,,Article,Burke J.,"City University of Hong Kong, Hong Kong, Hong Kong",,2-s2.0-105024214415,0,Q3,Q3
2-s2.0-105026072867,2025,2025 Dec,NEO-SIYASAH: RECONSTRUCTING CONSTITUTIONAL SOVEREIGNTY IN THE AGE OF ARTIFICIAL INTELLIGENCE,,Jurnal Al Dustur,,Article,Nawawi B.,"Institut Agama Islam Negeri Parepare, Parepare, Indonesia",10.30863/aldustur.v8i2.10529,2-s2.0-105026072867,0,Q3,Q3
2-s2.0-105025907003,2025,2025 Dec,ASSESSMENT OF THE APPLICABILITY OF THE TDM EXCEPTION USING THE METHOD OF HISTORICAL INTERPRETATION,,Lawyer Quarterly,,Article,Žikovská P.,"Charles University, Prague, Czech Republic",,2-s2.0-105025907003,0,Q3,Q3
2-s2.0-105025889543,2025,2025 Dec,CIVIL LIABILITY OF ROBOADVISORS AND TECHNOLOGICAL NEUTRALITY OF SECTORAL REGULATION,,Lawyer Quarterly,,Article,Sejkora T.,"Charles University, Prague, Czech Republic",,2-s2.0-105025889543,0,Q3,Q3
2-s2.0-105025771462,2025,2025 Dec,DOSSIER ON THE IMPACT OF THE EUROPEAN REGULATION ON ARTIFICIAL INTELLIGENCE ON THE PUBLIC SECTOR,,Revista Catalana De Dret Public,,Article,Castellanos Rodríguez A.,"Universitat Autònoma de Barcelona, Cerdanyola del Valles, Spain",10.58992/rcdp.i71.2025.4544,2-s2.0-105025771462,0,Q3,Q3
2-s2.0-105016215533,2025,2025 Dec,International Scientific Experience in the Study of Illicit Enrichment: Criminalistics and Forensic Dimension,,International Annals of Criminology,,Article,Bilokin R.,"Poltava University of Economics and Trade, Poltava, Ukraine",10.1017/cri.2025.10095,2-s2.0-105016215533,0,Q3,Q3
2-s2.0-105025768069,2025,2025 Dec,FUNDAMENTAL RIGHTS IMPACT ASSESSMENT FOR THE USE OF ARTIFICIAL INTELLIGENCE IN THE PUBLIC SECTOR: A COMPARATIVE APPROACH TO MODELS AND METHODOLOGIES,,Revista Catalana De Dret Public,,Article,Simón Castellano P.,"Universitat Internacional de La Rioja (UNIR), Spain",10.58992/rcdp.i71.2025.4486,2-s2.0-105025768069,0,Q3,Q3
2-s2.0-105024237160,2025,2025 Dec,AUTOMATING ADMINISTRATIVE DECISIONS IN EUROPE AND THE UNITED STATES: THE ALGORITHMIC STATE FROM A COMPARATIVE PERSPECTIVE,,Journal of International and Comparative Law,,Article,Conticelli M.,"Università degli Studi di Napoli Federico II, Naples, Italy",,2-s2.0-105024237160,0,Q3,Q3
2-s2.0-105025941631,2025,2025 Dec,LIMITATION ON THE USE OF ARTIFICIAL INTELLIGENCE (AI) IN ARBITRATION UNDER THE NEW YORK CONVENTION,,Lawyer Quarterly,,Article,Ohnoutková B.,"Charles University, Prague, Czech Republic",,2-s2.0-105025941631,0,Q3,Q3
2-s2.0-105016498634,2025,2025 Dec,Innovative Methods in the Identification of Deceased Persons during Armed Conflicts and Disasters: Criminalistic and Forensic Medical Issues,,International Annals of Criminology,,Article,Shevchuk V.,"Kharkiv National Medical University, Kharkiv, Ukraine",10.1017/cri.2025.10094,2-s2.0-105016498634,0,Q3,Q3
2-s2.0-105026486120,2025,2025 Dec,Investigation of Criminal Offences in the Field of Official Activity: Analysis of International Experience and the Possibility of its Application in Ukraine,,International Annals of Criminology,,Article,Amelin O.Y.,"Interregional Academy of Personnel Management, Kyiv, Ukraine",10.1017/cri.2025.10110,2-s2.0-105026486120,0,Q3,Q3
2-s2.0-105025752297,2025,2025 Nov,AI MODEL TRAINING: CONSENT OR LEGITIMATE INTEREST?: GUIDANCE ON CHOOSING THE MOST APPROPRIATE LEGAL BASIS,,Journal of Law Market and Innovation,,Article,Pernice E.,"Orsingher Avvocati Associati, Milan, Italy",10.13135/2785-7867/12836,2-s2.0-105025752297,0,Q3,Q3
2-s2.0-105025743799,2025,2025 Nov,AI-DRIVEN SMART CONTRACTS: ENHANCING CONSUMER PROTECTION OR EXACERBATING CONSUMER PROTECTION CHALLENGES?,,Journal of Law Market and Innovation,,Article,Scattarreggia E.,"The University of Sydney, Sydney, Australia",10.13135/2785-7867/12837,2-s2.0-105025743799,0,Q3,Q3
2-s2.0-105025756145,2025,2025 Nov,DATASET ASSESSMENT TOOLS FOR THE AI ACT COMPLIANCE OF HIGH-RISK AI SYSTEMS,,Journal of Law Market and Innovation,,Article,Gallese C.,"Università Carlo Cattaneo, Castellanza, Italy",10.13135/2785-7867/12840,2-s2.0-105025756145,0,Q3,Q3
2-s2.0-105020797854,2025,2025 Nov,The Artificial Intelligence Act Between the EU and National Levels: The Slovenian Case Study,,Croatian and Comparative Public Administration,,Article,Kovač P.,"Univerza v Ljubljani, Ljubljana, Slovenia",10.31297/hkju.25.3.6,2-s2.0-105020797854,0,Q3,Q3
2-s2.0-105024100260,2025,2025 Nov,Liability of Artificial Intelligence System: A Bibliometric Study of Current and Emerging Trends (2011–2024),,Journal of Intellectual Property Rights,,Article,Chauhan D.,"Christ University, Bengaluru, India",10.56042/jipr.v30i6.12285,2-s2.0-105024100260,0,Q3,Q3
2-s2.0-105026764893,2025,2025 Nov,Algorithmic Racism: Regulating Generative Artificial Intelligence Platforms,,Law of Justice Journal,,Article,Dos Santos K.D.C.R.S.,"FDV-ES, Vitoria, Brazil",10.5335/rjd.v39i3.17368,2-s2.0-105026764893,0,Q3,Q3
2-s2.0-105028646724,2025,2025 Nov,REGULATING HIGH-RISK TECHNOLOGIES: COMPARING REGULATORY APPROACHES TO ARTIFICIAL INTELLIGENCE AND GENE TECHNOLOGY,,University of Western Australia Law Review,,Article,Yusoff H.,"The University of Western Australia, Perth, Australia",,2-s2.0-105028646724,0,Q3,Q3
2-s2.0-105019924788,2025,2025 Oct,"REGULATORY AND LEGAL FRAMEWORK, RESEARCH, AND PROSPECTS FOR ARTIFICIAL INTELLIGENCE IMPLEMENTATION IN ARCHIVAL AND LIBRARY AFFAIRS IN UKRAINE: AN ANALYTICAL REVIEW",,Science and Innovation,,Review,Dubrovina L.A.,"National Academy of Sciences of Ukraine, Kyiv, Ukraine",10.15407/scine21.05.018,2-s2.0-105019924788,0,Q3,Q3
2-s2.0-105020457837,2025,2025 Oct,"Intellectus ex machina: Visibility, potential legal personality, liability for the actions and decisions of artificial intelligence",,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Vinogradov V.V.,"HSE University, Moscow, Russian Federation",10.21638/spbu14.2025.301,2-s2.0-105020457837,0,Q3,Q3
2-s2.0-105020443368,2025,2025 Oct,Quintessence of court proceedings in arbitration courts of first and appellate instances: Consequences of procedural transformations and directions of digital transformation,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Kulchikov D.E.,"Sechenov First Moscow State Medical University, Moscow, Russian Federation",10.21638/spbu14.2025.303,2-s2.0-105020443368,0,Q3,Q3
2-s2.0-105020433939,2025,2025 Oct,The development of digital intelligence in the foreign-related legal service market: Using the Shanghai Cooperation Organization as a platform,,Vestnik Sankt Peterburgskogo Universiteta Pravo,,Article,Siyuan J.,"Shanghai University of Political Science and Law, Shanghai, China",10.21638/spbu14.2025.314,2-s2.0-105020433939,0,Q3,Q3
2-s2.0-105024886091,2025,2025 Oct,Use of generative artificial intelligence systems in education: ethical and legal assessment of a concrete application,,Revista De Educacion Y Derecho,,Article,Burzagli L.,"Consiglio Nazionale delle Ricerche, Rome, Italy",10.1344/REYD2025.32.51543,2-s2.0-105024886091,1,Q3,Q3
2-s2.0-105024868814,2025,2025 Oct,Artificial Intelligence and Legal Science,,Revista De Educacion Y Derecho,,Article,Cornejo-Plaza I.,"Universidad Autónoma de Chile, Temuco, Chile",,2-s2.0-105024868814,0,Q3,Q3
