pmid,year,pub_date,title,abstract,journal,journal_abbr,pub_type,first_author,first_affiliation,doi,scopus_eid,cited_by,sjr_quartile,sjr_quartile
2-s2.0-85187159695,2023,2023 Jan,Research on AI Rapid Diagnosis of Imaging of Vertebral Fracture,,Forensic Science and Technology,,Article,Ma W.,"Beijing Jishuitan Hospital, Beijing, China",10.16467/j.1008-3650.2022.0070,2-s2.0-85187159695,2,Q3,Q3
2-s2.0-85183369510,2023,2023 Jan,NOR TECHNOPHILIA OR TECHNOPHOBIA: CONTRIBUTIONS TO A DISCOURSE THE REALIZATION OF PERSONALITY RIGHTS,,Novos Estudos Juridicos,,Article,Siqueira D.P.,"Pontifícia Universidade Católica do Paraná, Curitiba, Brazil",10.14210/nej.v28n3.p379-402,2-s2.0-85183369510,1,Q3,Q3
2-s2.0-85183378311,2023,2023 Jan,RIGHTS FOR ROBOTIZED HUMANS OR RIGHTS OF HUMANIZED ROBOTS?,,Novos Estudos Juridicos,,Article,Pinto F.C.d.S.,"Universidade Presbiteriana Mackenzie, Sao Paulo, Brazil",10.14210/nej.v28n3.p536-553,2-s2.0-85183378311,0,Q3,Q3
2-s2.0-85160619255,2023,2023 Jan,ACCESS TO (DIGITAL) JUSTICE IN CONTEMPORARY JURISDICTION,,Revista Eletronica De Direito Processual,,Article,de Castro Mendes A.G.,"Universidade do Estado do Rio de Janeiro, Rio de Janeiro, Brazil",10.12957/redp.2023.76132,2-s2.0-85160619255,0,Q3,Q3
2-s2.0-85168119614,2023,2023 Jan,Areas of Tension in the Application of AI and Data Protection Law,,European Data Protection Law Review,,Article,Winau M.,"Karlsruher Institut für Technologie, Karlsruhe, Germany",10.21552/edpl/2023/2/7,2-s2.0-85168119614,2,Q3,Q3
2-s2.0-85170517778,2023,2023 Jan,PREDICTABILITY AND REASONABLENESS OF DOUBT IN THE AGE OF AI-LAW AND NEUROLAW,,Lawyer Quarterly,,Article,Neri R.,"Università degli Studi di Teramo, Teramo, Italy",,2-s2.0-85170517778,0,Q3,Q3
2-s2.0-85159175432,2023,2023 Jan,International Institutions and Information Technologies: Transformations for a Higher Order System,,Nordic Journal of International Law,,Article,Gordon G.,"Universiteit van Amsterdam, Amsterdam, Netherlands",10.1163/15718107-bja10053,2-s2.0-85159175432,1,Q3,Q3
2-s2.0-85159157055,2023,2023 Jan,Technologies of Decision Support and Proportionality in International Humanitarian Law,,Nordic Journal of International Law,,Article,Gunneflo M.,"Göteborgs Universitet, Gothenburg, Sweden",10.1163/15718107-bja10055,2-s2.0-85159157055,6,Q3,Q3
2-s2.0-85174327393,2023,2023 Jan,Remarks by the Commissioner of Food and Drugs,,Food and Drug Law Journal,,Editorial,Califf R.M.,,,2-s2.0-85174327393,0,Q3,Q3
2-s2.0-85180487502,2023,2023 Jan,THE USE OF IMAGE CATEGORY IN THE PROCESS OF PROVING IN CRIMINAL CASES (FORMULATION OF THE PROBLEM AND ITS SOLUTION ON THE EXAMPLE OF INVESTIGATOR’S ACTIVITY),,Gosudarstvo I Pravo,,Article,Dolya E.,,10.31857/S102694520028726-9,2-s2.0-85180487502,0,Q3,Q3
2-s2.0-85158896978,2023,2023 Jan,Subjecthood in Cyberspace and the Uncanny Valley of International Law,,Nordic Journal of International Law,,Article,Korhonen O.,"Göteborgs Universitet, Gothenburg, Sweden",10.1163/15718107-bja10058,2-s2.0-85158896978,4,Q3,Q3
2-s2.0-85159218624,2023,2023 Jan,"CIVIL VEHICLE LIABILITY IN THE DIGITAL ERA. INAPPLICABILITY OF ARTICLE 2054, ITALIAN CIVIL CODE, AND RE-INTERPRETATION OF THE CURRENT REGULATORY FRAMEWORK",,Actualidad Juridica Iberoamericana,,Article,Russo G.,,,2-s2.0-85159218624,0,Q3,Q3
2-s2.0-85147029707,2023,2023 Jan,Technical controls that protect data when in use and prevent misuse,,Journal of Data Protection and Privacy,,Article,Feys M.M.,"Carlton Fields, Tampa, United States",,2-s2.0-85147029707,1,Q3,Q3
2-s2.0-85161842739,2023,2023 Jan,Introduction,,Cuadernos Europeos De Deusto,,Review,Pérez de las Heras B.,"Université de Lorraine, Nancy, France",10.18543/ced.2696,2-s2.0-85161842739,0,Q3,Q3
2-s2.0-85177082467,2023,2023 Jan,Two Necessary Approaches to a Privacy-Friendly 2033,,European Data Protection Law Review,,Article,Dix A.,"Berlin Commissioner for Data Protection and Freedom of Information, Berlin, Germany",10.21552/edpl/2023/3/7,2-s2.0-85177082467,0,Q3,Q3
2-s2.0-85175072918,2023,2023 Jan,INDIRECT DISCRIMINATION OF PLATFORM WORKERS,,Zbornik Pravnog Fakulteta U Zagrebu,,Article,Grgurev I.,"University of Zagreb, Faculty of Law, Zagreb, Croatia",10.3935/zpfz.73.23.3,2-s2.0-85175072918,1,Q3,Q3
2-s2.0-85179046118,2023,2023 Jan,Perspectives on Database Rights of Humans and Machines in Electronic Health Records: Focus on South Africa,,Law Technology and Humans,,Article,Monye O.,"University of Cape Town, Cape Town, South Africa",10.5204/lthj.2550,2-s2.0-85179046118,1,Q3,Q3
2-s2.0-85215979690,2024,2024 Dec,THE PROTECTION OF INDIVIDUALS AGAINST PRIVACY-INVASIVE AND DISCRIMINATORY INFERENCES UNDER EUROPEAN LAW: FROM THE GENERAL DATA PROTECTION REGULATION AND THE DIGITAL CONTENT AND SERVICES DIRECTIVE TO THE ARTIFICIAL INTELLIGENCE ACT,,Zbornik Pravnog Fakulteta U Zagrebu,,Article,Gioia G.,"Università degli Studi della Tuscia Viterbo, Viterbo, Italy",10.3935/zpfz.74.56.6,2-s2.0-85215979690,0,Q3,Q3
2-s2.0-85216704297,2024,2024 Dec,Brief notes on the possible use of artificial intelligence in the administrative process,,P A Persona E Amministrazione,,Article,Simonetti H.,,,2-s2.0-85216704297,0,Q3,Q3
2-s2.0-85218739234,2024,2024 Dec,Beyond pixels and profiles: unveiling the legal identity of avatars in the metaverse,,Interactive Entertainment Law Review,,Article,Raposo V.L.,"NOVA School of Law – Faculdade de Direito, Universidade NOVA de Lisboa, Lisbon, Portugal",10.4337/ielr.2024.02.04,2-s2.0-85218739234,2,Q3,Q3
2-s2.0-86000661186,2024,2024 Dec,Exploring the integration of privacy-enhancing technologies in Taiwan’s artificial intelligence and data protection frameworks,,Journal of Data Protection and Privacy,,Article,Sbeyan H.,"National Tsing Hua University, Hsinchu, Taiwan",10.69554/FNKY1569,2-s2.0-86000661186,0,Q3,Q3
2-s2.0-85219073938,2024,2024 Dec,Research Data Management Within the EU Data Policy Framework,,Baltic Journal of Law and Politics,,Article,Milčiuvienė S.,"Vytautas Magnus University, Kaunas, Lithuania",10.2478/bjlp-2024-00020,2-s2.0-85219073938,2,Q3,Q3
2-s2.0-86000558580,2024,2024 Dec,Credit scoring under the GDPR: Insights from the CJEU’s SCHUFA case,,Journal of Data Protection and Privacy,,Article,Chemlali L.,"Ajman University, Ajman, United Arab Emirates",10.69554/GWGZ6275,2-s2.0-86000558580,0,Q3,Q3
2-s2.0-85215775384,2024,2024 Nov,The world's first case involving a generative artificial intelligence: shanghai xinchuanghua cultural development co ltd v ai company (Pseudonym),,Queen Mary Journal of Intellectual Property,,Article,Jiang F.,"Ningbo University, Ningbo, China",10.4337/qmjip.2024.04.05,2-s2.0-85215775384,0,Q3,Q3
2-s2.0-85213263756,2024,2024 Nov,The Law – An Impossible Discipline,,Review of Law and Economics,,Article,Engel C.,"Max Planck Institute for Research On Collective Goods, Bonn, Germany",10.1515/rle-2024-0109,2-s2.0-85213263756,0,Q3,Q3
2-s2.0-105025355537,2024,2024 Oct,AI in Administrative Dispute Resolution: Exploring Opportunities and Risks,,Indonesian State Law Review,,Article,Wibowo E.M.,"Universitas Diponegoro, Semarang, Indonesia",10.15294/islrev.v7i2.18877,2-s2.0-105025355537,0,Q3,Q3
2-s2.0-105001165811,2024,2024 Oct,"Between the principles of access to justice, transparency and contradictory: the issue of explability in the decision-making processes of the Victor and Vitória systems in the STF",,Sequencia,,Article,Teixeira A.J.d.O.,"Universidade Federal do Parana, Curitiba, Brazil",10.5007/2177-7055.2024.e101023,2-s2.0-105001165811,0,Q3,Q3
2-s2.0-85209236617,2024,2024 Oct,Smart Robotics in the EU Legal Framework,,Oslo Law Review,,Article,Mahler T.,"Universitetet i Oslo, Oslo, Norway",10.18261/olr.11.1.5,2-s2.0-85209236617,9,Q3,Q3
2-s2.0-105000374209,2024,2024 Oct,"Law, Robots, and Artificial Intelligence: Lights and Shadows on a Future Regulation of the Personality of Humanoid Robots",,Revista De Direito Estado E Telecomunicacoes,,Article,Acevedo-Caicedo F.J.,"Universidad Militar Nueva Granada, Bogota, Colombia",10.26512/lstr.v16i2.43050,2-s2.0-105000374209,2,Q3,Q3
2-s2.0-85206192041,2024,2024 Oct,AI Robotics in Healthcare Between the EU Medical Device Regulation and the Artificial Intelligence Act,,Oslo Law Review,,Article,Ebers M.,"Tartu Ülikool, Tartu, Estonia",10.18261/olr.11.1.2,2-s2.0-85206192041,10,Q3,Q3
2-s2.0-85209250549,2024,2024 Oct,The Consequences of the AI Act and Proposed AI Liability Directive on Medical Negligence,,Oslo Law Review,,Article,Haden C.,"University of Hertfordshire, Hatfield, United Kingdom",10.18261/olr.11.1.4,2-s2.0-85209250549,2,Q3,Q3
2-s2.0-85209239625,2024,2024 Oct,AI Systems and Criminal Liability,,Oslo Law Review,,Article,Sachoulidou A.,"Aristotle University of Thessaloniki, Thessaloniki, Greece",10.18261/olr.11.1.3,2-s2.0-85209239625,5,Q3,Q3
2-s2.0-85213988679,2024,2024 Oct,A SINGULAR CONSTITUTIONAL STATUTE FOR THE BRAIN AND THE NEUROTECHNOLOGIES? ON NEURO-RIGHTS,,Revista General De Derecho Constitucional,,Article,Pérez Manzano M.,,,2-s2.0-85213988679,0,Q3,Q3
2-s2.0-85209114385,2024,2024 Sep,Personal data protection: Between human rights protection and national security,,Social and Legal Studios,,Article,Khadzhiradieva S.,"State University of Intelligent Technologies and Telecommunications, Odesa, Ukraine",10.32518/sals3.2024.245,2-s2.0-85209114385,8,Q3,Q3
2-s2.0-85200966907,2024,2024 Sep,Large language models and community legal centres: Could chatbots help reduce Australia’s justice gap?,,Alternative Law Journal,,Article,Cesta W.,"The University of Sydney, Sydney, Australia",10.1177/1037969X241269079,2-s2.0-85200966907,2,Q3,Q3
2-s2.0-85207746393,2024,2024 Sep,THE FUTURE OF WORK – ARTIFICIAL INTELLIGENCE AND LABOUR LAW,,Danube,,Article,Hadady-Lukács A.,"Szegedi Tudományegyetem (SZTE), Szeged, Hungary",10.2478/danb-2024-0011,2-s2.0-85207746393,0,Q3,Q3
2-s2.0-85211326117,2024,2024 Sep,Justice and Digitalization. Toward a Dialectic Master-Servant?,,Politica Del Diritto,,Article,Ferrarese M.R.,"Ordinaria di Sociologia del diritto all’U-niversità degli Studi di Cagliari, Cagliari, Italy",10.1437/115099,2-s2.0-85211326117,1,Q3,Q3
2-s2.0-85217014529,2024,2024 Sep,Artificial Intelligence and Sentencing Practices: Challenges and Opportunities for Fairness and Justice in the Criminal Justice System in Sri Lanka,,International Annals of Criminology,,Article,Niriella M.A.D.S.J.S.,"University of Colombo, Colombo, Sri Lanka",10.1017/cri.2024.24,2-s2.0-85217014529,4,Q3,Q3
2-s2.0-85217639152,2024,2024 Sep,Mandatory prosecution and the role of AI in the decisions of the public prosecutor,,Archivio Penale,,Article,Gramuglia V.,,,2-s2.0-85217639152,0,Q3,Q3
2-s2.0-85203268418,2024,2024 Aug,AI - I am young and must still learn? Legal and ethical topics of the acquisition and the use of artificial intelligence (AI) in the public sector,,Jusletter IT,,Article,Kohlmeier S.,«Digital Education Institute»,10.38023/452034d0-3273-4207-912c-184db12d92b9,2-s2.0-85203268418,0,Q3,Q3
2-s2.0-85205370701,2024,2024 Aug,"THE ALGORITHMISATION OF THE EXPERT OPINION: A GATEWAY TO THE EMERGENCE OF THE ""ROBOT EXPERT"" ?",,Actualidad Juridica Iberoamericana,,Article,Pardo M.C.,"Universitat de València, Valencia, Spain",,2-s2.0-85205370701,0,Q3,Q3
2-s2.0-85203995739,2024,2024 Aug,JURISDICTIONAL USE OF ARTIFICIAL INTELLIGENCE: LEGAL BASES AND NECESSARY GUARANTEES AND SUPERVISION BY THE CGPJ,,Actualidad Juridica Iberoamericana,,Article,Hueso L.C.,"Universitat de València, Valencia, Spain",,2-s2.0-85203995739,2,Q3,Q3
2-s2.0-85203995954,2024,2024 Aug,"METAVERSE, GENDER-BASED VIOLENCE AND VIRTUAL RESTRAINING ORDER",,Actualidad Juridica Iberoamericana,,Article,Soler E.S.,"Universitat de València, Valencia, Spain",,2-s2.0-85203995954,0,Q3,Q3
2-s2.0-85203972357,2024,2024 Aug,WHO IS WHO IN THE ARTIFICIAL INTELLIGENCE ACT? THE NOTIFYING AUTHORITIES AND NOTIFIED BODIES,,Actualidad Juridica Iberoamericana,,Article,Ortigosa A.P.,"Universitat de València, Valencia, Spain",,2-s2.0-85203972357,0,Q3,Q3
2-s2.0-85203975853,2024,2024 Aug,THE CASE OF ASSISTED NEGOTIATION IN THE FIELD OF CONSUMER LAW FOR BETTER ACCESS TO JUSTICE IN CHILE: LESSONS LEARNED IN THE DEVELOPMENT OF SOFTWARE WITH ARTIFICIAL INTELLIGENCE TECHNOLOGIES,,Actualidad Juridica Iberoamericana,,Article,Hauri S.B.,"Universidad Autónoma de Chile, Temuco, Chile",,2-s2.0-85203975853,1,Q3,Q3
2-s2.0-85216379666,2024,2024 Aug,ALGORITHMISATION OF THE GRANTING OF PRECAUTIONARY MEASURES IN CRIMINAL PROCEEDINGS FOR THE PROTECTION OF VICTIMS OF GENDER VIOLENCE. IS VIOGEN CAPABLE OF INTERPRETING THE “PERICULUM IN MORA”?,,Actualidad Juridica Iberoamericana,,Article,Borges Blázquez R.,"Universitat de València, Valencia, Spain",,2-s2.0-85216379666,0,Q3,Q3
2-s2.0-85201055657,2024,2024 Jul,Artificial intelligence and intellectual property rights: An overview of the Swiss legal situation,,Jusletter IT,,Article,Berger M.,"Universität Zürich, Zurich, Switzerland",10.38023/038f475c-f1d8-4bbb-9b89-b08e061b819e,2-s2.0-85201055657,0,Q3,Q3
2-s2.0-85215767802,2024,2024 Jul,The role of artificial intelligence in ensuring the efficiency and accessibility of justice,,Revista Brasileira De Alternative Dispute Resolution,,Article,Krykun V.,"Interregional Academy of Personnel Management, Kyiv, Ukraine",10.52028/rbadr.v6.i12.ART13.UKR,2-s2.0-85215767802,1,Q3,Q3
2-s2.0-105000195955,2024,2024 Jul,Possibilities of conflict management using artificial intelligence in Latin American justice administration systems,,Revista Oficial Del Poder Judicial,,Article,Granados J.S.A.P.,"Universidad Tecnológica de Bolívar, Cartagena, Colombia",10.35292/ropj.v16i22.1025,2-s2.0-105000195955,1,Q3,Q3
2-s2.0-105000214284,2024,2024 Jul,Artificial intelligence in justice: Protocols for the submission and assessment of AI-generated digital evidence,,Revista Oficial Del Poder Judicial,,Article,Cabrera D.A.A.,"Universidad Nacional Mayor de San Marcos, Lima, Peru",10.35292/ropj.v16i22.1018,2-s2.0-105000214284,1,Q3,Q3
2-s2.0-105000200841,2024,2024 Jul,The application of artificial intelligence in constitutional processes for the protection of fundamental rights,,Revista Oficial Del Poder Judicial,,Article,Sotomayor J.H.T.,"Universidad de San Martín de Porres, Lima, Peru",10.35292/ropj.v16i22.1015,2-s2.0-105000200841,0,Q3,Q3
2-s2.0-105000296268,2024,2024 Jul,Reference networks and their relevance for managing judicial precedent knowledge in Mexico,,Revista Oficial Del Poder Judicial,,Article,Medina D.T.,"Universidad Nacional Autónoma de México, Mexico, Mexico",10.35292/ropj.v16i22.998,2-s2.0-105000296268,0,Q3,Q3
2-s2.0-85196111577,2024,2024 Jul,"The 70 Years of Legal Education in China from 1949 to 2023: Historical Development, Current Issues and Future Innovations",,Asian Journal of Legal Education,,Article,Song Y.,"Southwest Petroleum University China, Chengdu, China",10.1177/23220058241257851,2-s2.0-85196111577,2,Q3,Q3
2-s2.0-85201050209,2024,2024 Jul,Discrimination in the use of artificial intelligence (AI): Technical bases for legal application and legal development,,Jusletter IT,,Article,Thouvenin F.,"Universität Zürich, Zurich, Switzerland",10.38023/9642ed9a-5c05-4884-b5b9-ebc66f2f3324,2-s2.0-85201050209,0,Q3,Q3
2-s2.0-85197442337,2024,2024 Jun,AI and the BoLC: Streamlining legal translation,,Comparative Legilinguistics,,Article,Giampieri P.,"Università degli Studi di Camerino, Camerino, Italy",10.14746/cl.2024.58.1,2-s2.0-85197442337,0,Q3,Q3
2-s2.0-85201122079,2024,2024 Jun,The affective relationship between humans and robots as a prospect for family law,,Law of Justice Journal,,Article,Dos Santos S.S.,"Universidade do Vale do Itajai, Itajai, Brazil",10.5335/rjd.v38i1.15866,2-s2.0-85201122079,0,Q3,Q3
2-s2.0-85201535539,2024,2024 Jun,THE ROLE OF PRIVACY IN THE ESTABLISHMENT OF THE RIGHT NOT TO BE SUBJECT TO AUTOMATED DECISION-MAKING,,Lawyer Quarterly,,Article,Krištofík A.,"Masaryk University, Brno, Czech Republic",,2-s2.0-85201535539,3,Q3,Q3
2-s2.0-85197316069,2024,2024 Jun,THE POSSIBILITY OF APPLYING ARTIFICIAL INTELLIGENCE IN THE DELIVERY OF JUSTICE BY COURTS,,Baltic Journal of Law and Politics,,Article,Tamošiūnienė E.,"Vilniaus Universitetas, Vilnius, Lithuania",10.2478/bjlp-2024-0010,2-s2.0-85197316069,4,Q3,Q3
2-s2.0-85204369454,2024,2024 Jun,Recognising generative and autonomous AI as a ‘juridical person’,,Journal of Data Protection and Privacy,,Article,Ganguli P.,"Indian Institute of Technology Jodhpur, Jodhpur, India",10.69554/AYHZ2687,2-s2.0-85204369454,0,Q3,Q3
2-s2.0-85204402392,2024,2024 Jun,The AI Act: A compass for approaching legislation with innovative and disruptive effects,,Journal of Data Protection and Privacy,,Article,Panetta R.,"Panetta Law Firm, Belgium",10.69554/WPRU7979,2-s2.0-85204402392,1,Q3,Q3
2-s2.0-85199071732,2024,2024 May,Hungary’s AI Strategy: Lessons for Indonesia’s AI Legal Framework Enhancement,,Jambe Law Journal,,Article,Saputra B.,"Szegedi Tudományegyetem (SZTE), Szeged, Hungary",10.22437/home.v7i1.325,2-s2.0-85199071732,1,Q3,Q3
2-s2.0-85196107412,2024,2024 May,"Exploring Emerging Challenges, Prospects, and Legal Implications: Copyright and Patent Laws in AI-Generated Works",,Journal of Intellectual Property Rights,,Article,Ahuja M.R.,"Gandhi Institute of Technology and Management (GITAM), Visakhapatnam, India",10.56042/jipr.v29i3.3259,2-s2.0-85196107412,1,Q3,Q3
2-s2.0-105008974051,2024,2024 May,Artificial Intelligence and (Im)partiality in Judicial Decisions,,Revista De Direito Estado E Telecomunicacoes,,Article,Melro A.,"Universidade de Aveiro, Aveiro, Portugal",10.26512/lstr.v16i1.46622,2-s2.0-105008974051,1,Q3,Q3
2-s2.0-105009275774,2024,2024 May,The new legal framework for artificial intelligenca: What’s new in the european regulation,,Actualidad Civil,,Article,de las Heras R.H.,"Universidad de Almería, Almeria, Spain",,2-s2.0-105009275774,0,Q3,Q3
2-s2.0-85193693752,2024,2024 May,Legal Regime of Inventions Created by Artificial Intelligence,,Revista De Direito Estado E Telecomunicacoes,,Article,Khodyko Y.,"Yaroslav Mudryi National Law University, Kharkiv, Ukraine",10.26512/lstr.v16i1.48972,2-s2.0-85193693752,1,Q3,Q3
2-s2.0-85198971560,2024,2024 May,Crisis of legality and artificial intelligence: a (comparative) overview,,Archivio Penale,,Article,Carriero M.F.,,,2-s2.0-85198971560,0,Q3,Q3
2-s2.0-85198951047,2024,2024 May,Corporate Criminal Liability for AI-Related Crimes: Possible Legal Techniques and Obstacles,,Archivio Penale,,Article,Mongillo V.,,,2-s2.0-85198951047,0,Q3,Q3
2-s2.0-85218975027,2024,2024 May,"LEGAL LIMITATIONS FOR AUTOMATED DISCRETIONARY POWERS: RACIONALITY, WISDOM AND THE NEED FOR A HUMAN RESERVE IN THE DIGITAL SPHERE",,Revista General De Derecho Administrativo,,Article,SOLE J.P.,"Universitat de Barcelona, Barcelona, Spain",,2-s2.0-85218975027,0,Q3,Q3
2-s2.0-85196421531,2024,2024 Apr,AI-ASSISTED DESIGN FOR BETTER PRIVACY COMMUNICATION IN HUMAN-ROBOT CO-EXISTENCE,,Jusletter IT,,Article,Autto H.,"Kyushu University, Fukuoka, Japan",10.38023/0106862c-fb82-4030-b75d-830d8cf7d76b,2-s2.0-85196421531,0,Q3,Q3
2-s2.0-85211233525,2024,2024 Apr,THE USE OF AI-LANGUAGE MODELS IN JUDICIAL PROCEEDINGS: INFORMATION AND LEGAL ASPECTS,,Revista Juridica,,Article,Tokarieva K.S.,"State University ""Kyiv Aviation Institute"", Kyiv, Ukraine",10.26668/revistajur.2316-753X.v2i78.6928,2-s2.0-85211233525,4,Q3,Q3
2-s2.0-85183012924,2024,2024 Apr,Catalyst for Common Law Evolution: Experiment with ChatGPT and a Hypothetical Common Law Jurisdiction,,Asian Journal of Law and Economics,,Article,Iu K.Y.,"The University of Hong Kong, Hong Kong, Hong Kong",10.1515/ajle-2023-0114,2-s2.0-85183012924,3,Q3,Q3
2-s2.0-85164914229,2024,2024 Apr,The Role of Artificial Intelligence in Healthcare and Medical Negligence,,Liverpool Law Review,,Article,Mehta D.,"O.P. Jindal Global University, Sonipat, India",10.1007/s10991-023-09340-y,2-s2.0-85164914229,8,Q3,Q3
